187961,CM
187961,CAM
187961,CDM
188377,RB
190286,CAM
190286,CM
190286,CF
190483,LM
190483,RW
190483,LW
197965,RM
197965,CM
199434,CAM
199434,LW
199434,ST
200647,CF
200647,ST
204485,RW
204485,RM
205678,RM
205678,RW
207863,CB
226271,CM
226271,CDM
226271,CAM
210413,CB
226226,CM
226226,CAM
226226,CF
231281,RB
232432,ST
205175,ST
211300,LW
211300,ST
211300,LM
212523,CAM
212523,RW
213331,CB
219683,CM
219683,CDM
221087,GK
224411,LM
224411,ST
226110,RM
226110,RW
226110,ST
229237,CB
231677,ST
231677,LM
203574,CB
210008,CM
210008,CDM
210035,LB
212188,ST
213565,LM
213565,CAM
213565,RM
220793,CB
220834,LW
220834,RW
200458,LB
202166,CAM
202166,CM
202166,LW
204935,GK
208418,LM
224179,ST
192984,GK
198717,CF
198717,LM
198717,LW
200454,ST
201153,ST
205693,ST
207566,CDM
207566,CM
212404,RM
212404,CAM
217940,CB
188152,CAM
188152,CM
188943,GK
198141,CB
198950,CAM
198950,CM
198950,RM
199987,GK
200949,CF
200949,RM
200949,LM
204970,RW
204970,RM
205498,CM
205498,CDM
1179,GK
5479,GK
104389,GK
139720,CB
157481,CB
159261,ST
163587,GK
167397,ST
168609,CB
169416,RW
169416,LW
169416,CAM
170481,CB
178005,GK
178518,CAM
178518,CM
178562,CDM
178562,CM
178562,CAM
179844,ST
179846,CM
179846,CDM
179944,CB
183574,CF
183574,ST
183574,CAM
183711,CDM
183711,CM
184484,CAM
186561,CM
186561,CAM
190584,CDM
190584,CM
190815,CDM
190815,CB
190815,LB
190941,GK
192366,CB
193082,RM
193082,RW
193474,CDM
195365,CM
195365,CAM
195365,CDM
198329,ST
199042,CM
199042,CDM
199451,ST
199845,CB
200888,CDM
200888,CM
216354,ST
216354,CAM
216354,LW
230294,ST
230294,CF
230375,CB
230481,RW
230481,CAM
230142,LW
230142,LM
230142,RW
229906,LW
229906,RW
230666,ST
207410,CM
208596,ST
212151,GK
220971,CM
220971,CDM
223959,CDM
223959,CM
224293,CM
225850,CB
225953,RW
225953,CAM
225953,LW
226753,GK
227928,RB
193105,GK
198009,GK
211320,CB
214997,RM
214997,ST
216201,ST
216201,RW
221992,RW
221992,LW
227055,RM
227055,RW
200726,GK
209989,CM
209989,CDM
209989,RM
211748,CM
197061,CB
202651,RW
202651,CF
204639,CB
205452,CB
209960,GK
210243,RB
210243,RM
211256,LB
223952,GK
178750,GK
189575,CAM
189575,LW
192318,CF
192318,CAM
192318,CM
193283,CDM
193283,CM
193698,GK
195093,ST
199564,RB
199564,RM
199564,CM
200536,LWB
200536,LM
200536,LB
200610,ST
200610,RW
200610,LW
200724,CB
200724,LB
200724,RB
201305,CB
202562,LB
203263,CB
203486,RM
203486,LM
203486,CF
208448,CAM
208448,LM
208574,LM
208574,LWB
216409,RM
216409,ST
216547,LM
216547,RM
24630,GK
53302,CDM
106231,ST
146536,RM
146536,RB
146562,CM
146562,CDM
146562,LM
156519,CM
158963,CDM
158963,CM
164835,GK
168354,GK
178088,CAM
178088,RM
178509,ST
179645,CB
180403,RW
180403,LW
181786,CB
184200,ST
184941,LW
184941,LM
184942,CAM
185103,LB
186627,ST
187754,RM
187754,CAM
188803,CAM
188803,LM
189068,ST
189125,CM
189125,LW
189505,RW
189505,LW
189805,ST
190813,LW
191740,CM
191740,CDM
193348,RW
193348,RM
193525,RWB
193525,RM
197655,CB
198951,ST
202371,RB
202371,RM
202857,RW
207494,CAM
207494,RW
208808,LW
208808,RW
208830,ST
215333,ST
216475,ST
216475,LM
230168,GK
230225,CB
230225,CDM
230258,CDM
230258,CM
230258,CAM
245309,CB
245313,CAM
245313,RM
231478,ST
234906,CM
235569,CM
235569,CDM
240130,CB
240130,RB
205659,GK
221363,CAM
221363,CM
221660,CB
222509,CM
222509,LM
222509,CDM
226456,CAM
226456,CM
226456,LM
208333,CM
208333,CDM
211688,LB
236632,LW
236632,RW
236632,CAM
210406,CM
210406,LM
215316,GK
199503,CM
199503,CDM
201400,CAM
201400,CM
201400,RW
201455,CM
201455,CDM
204923,CAM
204923,CM
205988,LB
207877,ST
208135,CDM
208135,CM
226790,CDM
226790,CM
200316,GK
204638,CB
206467,ST
206467,LW
207791,ST
207807,LM
207862,CB
207862,CDM
209889,LM
209889,LB
209889,CM
212814,CAM
212814,CM
213874,CDM
213874,CM
216145,CB
216352,CDM
216352,CM
190544,CAM
190544,LW
193165,RM
193165,RB
199575,GK
204120,GK
206304,CDM
206304,CM
208093,ST
208093,CF
223689,ST
20775,RM
20775,LM
112316,CB
138412,CM
138412,LB
142707,ST
159145,ST
162240,CM
162240,CAM
162240,CDM
162895,CM
162895,CDM
163489,GK
165229,CB
168530,CB
169195,CM
169195,CAM
169195,CDM
171791,CB
171897,CM
171897,CDM
171897,LM
173771,RB
176600,ST
177388,CAM
177388,LW
177600,CM
178086,GK
179784,CB
179784,LB
182494,GK
183394,CM
183394,CDM
183498,CDM
183498,CM
184134,CDM
184134,CM
184144,CAM
184431,CF
184431,ST
184431,RM
185221,CDM
185221,CB
188829,CB
191202,CDM
191202,CM
192638,LB
192638,LWB
192883,RM
192883,CAM
192883,RW
194022,RB
203551,RB
203551,RW
203551,LW
204399,CF
204399,ST
207471,CM
207471,CAM
208618,RW
208618,RM
216194,CM
216194,CDM
224334,LW
224334,LB
230271,CAM
230271,LM
230271,LW
245299,CB
245299,CDM
245304,CAM
245304,LM
245304,LW
245305,ST
245305,CF
251700,ST
242444,CF
242444,ST
224232,CM
224232,CAM
225100,CB
225100,RB
213661,CB
215698,GK
216393,CM
216393,CDM
229668,CB
234153,RM
234153,CM
220477,CB
222400,CM
222400,CDM
223113,ST
224458,CF
224458,LW
226161,CDM
228618,LB
236679,RM
236679,LM
236679,CAM
239818,CB
241671,GK
203747,RB
203747,RWB
204884,LB
211591,ST
211990,GK
212623,ST
212692,LM
212692,LW
215330,CF
215330,ST
215330,CAM
219809,CDM
219809,CM
226168,CM
226168,CAM
226168,CDM
234035,RB
239207,ST
202648,CM
202648,CDM
204311,CB
207439,CM
207439,CDM
208920,CB
210864,RB
211575,CDM
211575,CM
215785,RM
215785,ST
215785,LM
222028,CDM
222028,CB
223874,CM
223874,CAM
227950,CB
242348,ST
193352,LB
193352,CB
198784,CM
198784,RM
199823,CM
199823,CDM
201143,CB
202477,CF
202477,RW
202477,LW
205069,LB
205069,LM
205849,GK
207599,CB
210513,CAM
210513,CF
210617,RM
210617,LM
210617,CM
215223,GK
220018,ST
220018,LW
220018,CAM
225508,CB
230977,LW
230977,CF
235374,RM
188988,CAM
188988,CM
188988,LM
190778,GK
199005,GK
199577,CB
200155,CAM
200155,CF
201922,CB
205362,CB
208141,CM
208141,CDM
196978,ST
198118,CDM
198118,CM
203483,CM
203483,CAM
203605,RWB
203605,RB
203605,RM
204024,CDM
204024,CM
204525,CB
205070,CF
205070,ST
205070,RM
206545,CM
206545,CDM
208128,LW
208128,CAM
208128,CM
208498,ST
208498,LM
210665,LB
219985,CDM
220407,GK
227290,GK
45186,LM
45186,ST
45186,RM
54050,ST
110677,GK
139068,LW
139068,RW
142754,CDM
142754,CB
146748,GK
148119,GK
153244,ST
154472,ST
158121,GK
159147,CB
163155,GK
163264,GK
163705,GK
164029,ST
165109,CB
169595,LB
169595,LWB
170368,RM
170368,LM
170368,CAM
171579,CAM
171919,CB
172522,CM
172522,RB
172522,RM
173373,GK
175379,RM
176376,LW
176376,CF
176376,ST
176550,GK
176930,CDM
176930,CM
177326,LM
177326,CAM
177457,RB
177457,CDM
177457,CM
177458,CB
177458,CDM
178213,CDM
178213,CM
178424,LB
179783,GK
179847,CB
181098,CB
181098,CDM
182002,CB
183900,LW
184252,ST
184881,RM
184881,RW
184881,CAM
186345,RB
186345,RWB
186547,CB
187052,CDM
187052,CM
187072,CF
187491,ST
187936,CDM
187936,CM
189271,CM
189271,CDM
189362,RM
189362,RW
189362,ST
189712,CM
189712,CDM
189881,CB
190547,CB
190972,RM
192593,GK
192641,CB
193061,LM
193061,CAM
193738,CAM
193738,CM
194879,ST
195086,CB
196889,LM
196889,RW
199110,ST
199206,CB
199206,RB
199416,RM
199416,RW
199416,LM
200260,RW
200315,LM
200315,RM
201119,LB
201454,LB
201956,CB
201956,CDM
202685,ST
203890,RB
203895,CAM
203895,CF
204838,ST
205525,LM
206413,CDM
214584,GK
215057,CDM
215057,CM
222943,LM
223578,ST
227536,ST
227536,RM
230234,CDM
230234,CM
230347,LB
230347,LM
245294,GK
245300,CDM
245300,CM
245308,LB
245308,LM
238794,LW
227535,CM
233927,CAM
233927,CM
229880,RB
231691,GK
237678,CB
225193,CM
225193,CDM
225193,LM
228092,CDM
228092,CM
228251,CM
228251,CAM
228251,CDM
235805,RW
235805,CF
244260,CAM
244260,LM
244260,CM
213160,CDM
213160,CM
213160,LM
216388,RW
216388,LW
216388,ST
224254,RW
224254,ST
224254,LW
226229,CB
226229,RB
227796,LW
227796,RW
230938,CM
235212,LB
235212,RB
235424,CDM
235424,CM
235945,CDM
235945,CM
238476,CB
238476,LB
244369,RM
244369,LM
210315,ST
213666,CM
213666,LM
216435,CM
216435,CDM
220182,CB
222331,RB
222331,LB
225663,CAM
225663,CM
225711,CB
225711,LB
226851,CB
226851,RB
229167,LW
229167,CF
229167,RW
229984,LB
232381,ST
236792,CDM
241184,LB
241184,LM
241184,LWB
205569,CM
205569,RM
208330,RW
208330,RM
210411,RM
210411,CAM
210411,CM
212977,CB
212977,CDM
213655,LM
213655,LW
213655,RM
214947,CDM
214947,CM
214947,CB
220253,ST
220253,RW
220253,LM
220651,LB
220697,CAM
220697,CM
220697,LW
228941,ST
231943,RM
231943,LM
231943,ST
232862,LM
232862,CF
233419,RW
233419,LW
202335,CDM
202335,CB
202335,CM
207421,LW
210455,LWB
210455,LB
210896,CM
210896,CAM
213991,CDM
213991,CM
216643,RB
228336,CM
228336,CDM
192816,CB
192816,LB
199189,CAM
199189,CM
201377,CB
202695,CB
203775,GK
203841,GK
204082,CB
204529,ST
206511,CM
206511,CDM
206511,CAM
207993,LB
207993,LWB
210047,CB
213516,LW
215353,ST
221639,ST
223597,RB
223597,RWB
228229,CB
192227,CB
193601,CB
202429,RWB
202429,RM
202429,RB
202750,CB
205923,LB
205923,LWB
209297,CM
218066,ST
219693,CB
224069,ST
224069,LM
224069,LW
229909,GK
231969,CM
231969,CAM
231969,CDM
183285,CB
185422,CF
185422,ST
193408,ST
194222,CB
194957,CB
197853,RB
197853,RWB
202884,LM
202884,LB
204105,RWB
204259,RB
205407,CM
205686,CM
205686,CDM
205976,ST
205976,RW
205976,RM
208004,CB
208004,RB
216150,RB
216150,RWB
221445,ST
221445,LM
221445,LW
113422,ST
113422,LW
124375,ST
140293,GK
158232,LM
158232,ST
158232,RM
158625,CB
158626,RB
159065,ST
159065,CAM
161956,CAM
161956,CDM
166706,CB
169588,CB
172114,CAM
172114,ST
172862,CB
173208,LB
173208,CB
173221,RM
173521,CB
173909,CF
173909,CM
176915,CM
176915,CDM
176919,GK
177604,LB
177604,CB
177633,ST
178085,CM
178085,LM
178085,RM
178311,ST
178415,CM
180216,RB
180819,CM
182212,ST
182945,LW
182945,LM
183512,LB
184949,RB
185239,CB
185431,ST
186537,ST
186569,GK
186832,LB
188081,ST
188081,CAM
188427,LM
189250,ST
189358,CAM
189358,CM
189358,CF
189461,CM
189461,CAM
189461,CDM
189690,GK
190143,LB
190264,CF
190264,RW
191180,CM
191180,LW
191180,RW
191687,CB
192492,RM
192492,CAM
192492,LM
192598,ST
192598,LW
192678,ST
192678,LM
192679,LB
192679,LM
192789,RB
192789,RM
192789,CB
193152,GK
193469,CB
194728,ST
194794,RM
194794,RW
194845,ST
194845,CAM
196432,CDM
196432,CM
197083,RWB
197083,RB
197083,RM
199304,RB
199304,LB
199393,CB
199715,LM
199715,RM
201144,CDM
201144,CM
201325,GK
203757,ST
203843,RB
203843,RM
204277,CDM
204277,CM
204614,LB
205114,LM
205114,RM
206225,LM
206225,LW
207664,ST
208230,CDM
208230,CM
208334,LB
208334,CDM
211241,RB
211241,RM
213761,ST
215061,ST
215135,CB
221540,CB
222709,CDM
222709,CM
224116,ST
227476,ST
229788,CM
229788,CDM
230201,RB
230201,RM
230212,CB
230212,LB
230251,CDM
230312,GK
230498,ST
245298,CB
245298,LB
245302,CDM
245302,CM
245302,CAM
245306,GK
245315,ST
225116,GK
235353,RM
235353,LM
234378,CDM
234378,CB
234378,CM
234943,CM
235926,CAM
235926,RM
235926,CM
242236,CB
224221,CB
229261,CM
229261,CDM
231633,CB
234045,LM
234045,ST
234612,CAM
235889,RW
235889,RM
222665,RW
222665,CAM
222665,CM
225085,LM
225309,CAM
225309,CM
227813,LB
236461,ST
205201,CDM
205201,CM
205201,CB
208268,CM
208268,CDM
208268,CAM
212501,CM
212501,CB
218339,CM
218339,CDM
221491,CB
221491,RB
221491,LB
223334,ST
223334,CAM
226766,LM
226766,RM
226766,CAM
229773,CB
236295,LB
237239,CM
237239,LM
237239,CAM
239433,CM
239433,CDM
240289,CB
203042,GK
208777,CM
209519,ST
212616,CF
212616,CM
212616,LW
212626,ST
212811,CM
212811,CDM
213135,ST
213629,CDM
213629,CM
214092,CAM
214092,ST
214394,CDM
214394,CM
214979,GK
215399,CB
215399,RB
219792,CDM
219792,CM
220523,CB
224309,CM
224309,CDM
224309,CAM
227234,CDM
231887,CAM
231887,CM
231887,RM
199439,CAM
199439,ST
203487,CB
203535,CM
205192,CM
205192,LM
205192,RM
205193,CB
207948,RW
207948,ST
207948,RM
211382,CDM
211382,CB
212150,CM
212150,LM
212442,GK
213732,GK
215716,ST
219145,CB
225126,CDM
225126,CM
233096,RB
234226,CB
199641,GK
200353,CB
201519,CM
201519,CDM
203965,LM
203965,ST
205391,CM
205391,CDM
205402,CAM
205402,LW
210935,RW
210935,ST
212153,CDM
212153,CM
215256,RB
215590,CF
215590,RW
215590,RM
220093,RM
220093,RB
225997,LM
225997,RM
226377,CAM
226377,LM
226377,RM
187598,CB
192622,CB
197948,CB
199915,CB
200677,CB
202642,CDM
202642,CM
203980,CAM
203980,LM
208449,CB
208620,CDM
208620,CM
211368,LW
228236,CB
236690,CB
236690,CDM
188942,CDM
188942,CM
190324,CB
193983,ST
195668,GK
198031,CM
198031,CDM
199069,ST
200318,ST
200318,RW
200318,RM
201417,RWB
201505,CB
201505,CDM
202024,CM
202325,CDM
202325,CM
202789,GK
202849,CB
209288,CAM
210324,CAM
210324,RM
210324,LM
212096,LM
212096,CF
213388,LM
213388,LW
213388,CM
213400,LM
215466,CB
216189,RB
216655,CB
220131,ST
140233,GK
143001,CAM
143001,ST
143121,CM
143121,CDM
144622,CF
144622,ST
146296,GK
146963,CB
153177,ST
153177,CF
153177,CAM
153260,CB
156432,ST
156713,CB
157301,LM
157301,LW
157304,CB
157304,LB
160741,CB
165239,CAM
165239,LM
165239,CM
165247,GK
169115,CB
169705,LB
169705,LWB
170370,CM
170733,LW
170733,RW
170797,CDM
170797,CM
170815,CM
172175,LM
172175,LW
172175,ST
172287,CM
172287,CDM
172316,RB
172316,RM
172962,RM
172962,RWB
173306,LM
173306,LB
173426,GK
173432,CB
173546,CB
175254,CF
175254,ST
176104,CAM
176104,RW
177392,ST
177983,CB
178224,ST
178250,CDM
178250,CM
179560,LM
179789,CB
180334,CB
180714,GK
181820,ST
182495,CB
182495,RB
182744,LB
183108,RM
183108,LM
183108,ST
183125,ST
183376,CDM
183426,CB
183497,GK
183580,ST
183899,LM
183899,RM
183899,LW
184069,ST
184120,CM
184120,CDM
184826,CM
184826,CDM
185132,CM
185132,CDM
186146,ST
186146,LW
186148,GK
186905,ST
187607,ST
187924,CM
187924,CDM
188005,CDM
188005,CB
188041,CDM
188041,CM
188044,ST
188044,CAM
188388,CAM
188388,RM
188770,CF
188770,LW
188770,RW
189156,CB
189251,CDM
189251,CM
189251,RB
189423,CDM
189423,CM
189433,CB
189560,CM
189560,CDM
189606,CDM
189681,RB
189682,CB
190149,RB
190149,RW
190243,GK
190456,RB
190674,CM
190674,CDM
190717,RM
190717,ST
190765,CM
190765,CAM
190765,RW
191076,RM
191076,LM
192445,ST
192445,RW
193011,CB
193171,LB
193361,CAM
193361,CM
193361,LM
193532,CDM
193532,CB
193886,CAM
193886,CM
194229,RB
194932,RM
194932,ST
194932,RW
195202,CAM
195202,CM
195586,ST
197225,CAM
197225,RM
197225,CF
197242,CDM
197242,CM
198200,CB
198200,CDM
198949,RB
198949,RM
199561,LM
199561,LW
200215,CDM
200215,CM
201095,GK
201508,CAM
201862,CB
202054,CB
202201,CB
202851,ST
202851,RW
202935,CB
203299,RM
204385,ST
205427,ST
205427,RM
205705,CB
205850,ST
207557,GK
207939,CDM
207939,CM
208461,CM
208461,CDM
208520,RB
208520,LB
213353,CAM
213353,CM
214040,LB
214206,ST
214206,CAM
214766,CB
215162,CB
215998,CM
215998,CAM
216054,CDM
216054,CB
216373,RB
216373,LB
216451,CM
216451,CDM
219576,CM
219576,CDM
223249,GK
223627,ST
225647,GK
230184,LB
230184,LM
230269,CAM
230269,CF
230360,RB
230360,RM
230360,CM
230431,CDM
230431,CM
243238,ST
245295,LB
245295,LM
245297,RB
245297,RM
245303,CAM
245303,CF
229558,CB
228413,GK
228881,RB
231521,CM
231521,RM
231521,CAM
232099,CDM
232099,CM
237715,ST
220196,RM
220196,CAM
228819,LW
228819,CAM
228819,LM
235944,RM
235944,CAM
236355,CB
240754,RB
240754,RWB
240754,RM
206517,CAM
206517,CM
222368,CAM
222368,RM
223033,CB
226166,CB
226166,RB
232411,CM
232411,LW
232411,RW
238359,CM
239053,CM
239053,LM
239053,CDM
239301,CB
239301,LB
241095,CAM
241095,LM
245279,LB
251573,LB
216816,ST
219932,ST
220883,ST
223197,ST
223273,CM
223273,CAM
223898,GK
224294,CM
224540,ST
230965,CM
230965,CDM
230965,RM
234678,RB
236401,RB
236401,CM
236441,RB
236441,RWB
236441,RM
236791,CM
236791,CAM
237183,CM
237238,CDM
237238,CM
239482,LW
243686,CAM
243686,CM
243686,RM
210625,RB
212196,LW
212196,LM
220570,CB
221479,ST
222148,CAM
222148,CM
224030,CM
224030,CDM
225161,CB
225375,CM
225375,RB
228635,ST
229764,LW
235134,CDM
235134,CM
206516,RM
206516,CAM
206516,CM
206591,RB
206591,RM
208450,CM
208450,CAM
208450,RM
210736,LB
210736,LM
211354,CM
212219,CB
212602,CB
212886,CM
212886,CDM
213013,ST
213013,LM
213296,CM
213296,CDM
213296,CAM
213648,CM
213648,CDM
214988,CM
214988,CDM
215689,ST
216266,RB
219391,CDM
219391,CM
225201,LM
225201,LWB
225201,LW
226536,CB
229857,CM
229857,CDM
230564,CAM
230564,CM
230578,CB
232665,CDM
232665,CM
235813,CM
235813,CDM
204077,ST
204077,LM
204612,CDM
204612,CM
210761,CAM
210761,LM
210761,CM
212888,CB
223245,ST
223245,RM
224196,LB
224196,CB
226221,CB
226221,RB
229636,CAM
229636,RW
198513,GK
198719,LM
198719,LW
198719,CF
200332,GK
205632,LM
205632,LW
207537,LM
207537,LB
207790,CB
207790,CDM
211381,LM
212187,LB
212187,LWB
212187,LM
212204,CB
212245,CM
212245,LB
214097,LM
214097,RM
214097,CM
216258,RW
216258,ST
216258,LW
216466,LB
219258,CB
220925,RM
220925,RWB
220925,LWB
223058,CM
223058,CDM
223058,RM
225659,CDM
225659,CM
225878,LM
225878,LW
225878,CAM
234642,GK
237556,CB
237556,CDM
189127,CB
196934,CM
196934,CDM
196934,CAM
200110,GK
201939,RB
201939,RWB
202048,CB
203030,CB
203106,CAM
203106,CM
203106,LM
204240,GK
204497,CAM
204497,CM
204497,LM
206652,GK
216531,ST
223724,RB
226078,LW
226078,RW
230020,CM
189165,CM
189165,CDM
192123,ST
192557,LB
193158,CM
193158,CDM
193198,CDM
193198,CM
194781,GK
197891,LW
197891,ST
197891,LM
199667,CB
199767,CM
200054,CDM
200054,CM
200228,CB
201042,RB
201315,CB
201510,LB
201510,LM
205431,ST
205966,LM
205966,LW
206058,RB
206058,LB
208622,ST
208622,RM
209981,GK
211267,LM
211267,RM
211267,CAM
211454,CDM
211454,CM
216700,LW
216700,CAM
216700,RM
224933,ST
230685,CAM
230685,CM
230685,CDM
240493,GK
244791,CM
244791,CDM
137351,CDM
137351,CM
140384,ST
142902,GK
146701,CB
146952,GK
148803,ST
150724,GK
152554,LB
152908,RB
152908,LB
152993,CB
152997,ST
158133,RM
158133,ST
158438,CDM
158438,CM
161754,CDM
161754,CM
161754,CB
162369,ST
164376,ST
164464,ST
164468,CB
164859,RM
166072,CB
171828,ST
172049,LM
172049,LW
172143,CM
172143,CDM
172937,ST
173474,CM
173474,CAM
173474,LM
174543,GK
175895,CM
175895,CDM
175895,CAM
176731,CDM
176733,ST
176733,CF
176994,GK
177358,CDM
177358,CM
178007,CM
178007,CDM
178322,RB
178322,LB
178322,RM
178416,RM
178416,RW
178614,CB
179527,ST
181262,CB
182179,CB
182941,CB
183389,ST
183427,LB
183427,CM
183556,CB
183666,GK
183820,RW
183820,RM
183855,CB
183909,RM
184089,CAM
184089,RW
184089,LW
184575,RM
184575,LM
184575,RW
184858,ST
184858,RW
184858,LW
184999,CDM
185174,CM
185174,CDM
185195,ST
186132,CM
186935,CDM
186935,CM
187570,GK
187735,CM
187735,CDM
187735,CF
188042,ST
188042,CAM
188155,RB
188955,ST
189060,CB
189280,CM
189410,CM
189410,CDM
189506,CM
189506,CDM
189506,RB
190362,ST
190875,CM
190875,CDM
191053,CM
191053,CDM
192270,ST
192270,CAM
192565,LM
192565,CAM
192565,CM
192708,CAM
192708,CM
192906,ST
192906,CAM
192906,CF
192991,ST
193584,ST
193584,LW
193839,RM
193839,CM
193839,RB
194209,ST
195096,CM
197813,CM
197813,CAM
198077,RM
198077,RW
198140,ST
198368,CM
198368,CDM
198715,ST
198715,RM
199354,ST
199354,RM
199626,CM
199626,CDM
199737,RW
199737,ST
199827,CM
199827,CAM
199827,CDM
199986,CB
199986,RB
199986,LB
200212,GK
200630,RM
200630,RWB
201046,CAM
201049,CB
201860,CB
203886,CM
204341,CB
204691,CM
204691,RW
204691,CAM
205083,CM
205083,CDM
205083,RM
205633,CM
205633,CAM
205943,CB
205965,RB
206655,CAM
206655,ST
207707,LB
207707,CB
207732,ST
207894,CDM
207894,CB
208295,CDM
208295,CB
212067,GK
212183,LB
213432,ST
215051,CB
215071,LB
215071,RB
215079,CM
215079,CDM
216065,GK
217196,CB
224031,RM
226378,ST
229624,ST
230183,LB
230183,LWB
230183,LM
230379,CB
230463,CAM
230463,CF
230524,ST
230524,CF
245301,CDM
245311,CAM
245311,CF
245324,RB
245324,RM
245324,CM
245325,CDM
245325,CM
251696,CB
237692,CAM
237692,CM
236610,ST
243812,LW
243812,RW
243812,ST
243952,GK
234569,CDM
234569,CM
237629,CM
237629,CDM
225439,CM
225439,CDM
226491,LB
229582,CB
230899,RM
230899,LM
232999,CDM
232999,RWB
233556,CAM
233556,RW
233556,RM
236403,CB
238744,CM
238744,CB
238744,CAM
239837,CAM
239837,CM
239837,LM
241486,CB
243780,CAM
243780,LM
243780,RM
222357,ST
222357,RW
222501,LM
222501,RM
222501,RB
229862,CM
229862,CAM
231352,ST
231447,ST
231447,LW
233113,CM
233113,RW
233113,CAM
233631,LM
234568,CM
235029,ST
235173,CDM
235173,CM
244269,CB
246172,RM
246172,CF
246172,RW
211515,GK
219536,ST
219536,RW
219536,RM
222077,CDM
222077,CM
224490,RB
227127,GK
228687,ST
233195,CM
233195,CAM
233195,CDM
234711,LW
234711,RM
234711,LM
234725,CDM
234725,CM
234777,GK
235454,CB
235454,LB
235844,CB
235844,CDM
236276,LM
236786,LW
236786,ST
236786,LM
238463,CM
238463,RM
240679,CDM
240679,CM
240679,CB
206115,CDM
206115,CM
211101,GK
211408,CM
216325,GK
220746,RM
220746,LM
225713,ST
228295,CB
229476,CB
229476,CDM
231102,CM
231102,RM
231102,CDM
232097,CAM
232097,CM
232097,RW
233738,CDM
233738,CM
233738,CB
234236,ST
234236,CF
234236,RW
237604,CB
237604,RB
238095,CB
238095,RB
240900,CB
210828,CB
217877,LM
217877,LW
217877,RM
219793,GK
225263,CB
227222,RB
227222,RM
227222,CB
228414,RM
228414,LM
228414,RW
229517,LM
229517,CAM
229882,CM
229882,CDM
230042,CM
230042,CDM
232244,CDM
232244,CM
232656,LB
235410,ST
237297,CB
199652,CM
199652,CAM
206003,GK
212678,LB
215798,RW
215798,LW
215798,ST
216452,ST
216778,CB
216778,CDM
219581,CB
220085,CF
220085,ST
225403,CM
225403,CDM
225403,CAM
226637,LB
228302,LM
228302,LB
228302,LWB
229034,CM
229034,CAM
229034,CDM
229391,CDM
229391,CM
229749,CB
236639,CDM
236639,CM
200429,LM
200429,RM
200429,ST
205756,CB
205855,ST
205855,CAM
207734,CAM
